제목,일자,본문,URL,언론사,통합 분류1
"[인터뷰] 김한민 감독 ""'노량: 죽음의 바다' 해전, 100분의 오케스트라였죠""",20231231,"[스포츠한국 조은애 기자] “희한하게 이번엔 이순신 장군이 꿈에 전혀 나타나지 않았어요. 거슬린 게 없으셨던 건지. 아니었다면 호통치려고 나오셨을 것 같은데.(웃음) 그런 점에서 나름 위안을 삼고 있습니다.” 

김한민 감독이 웃으며 이같이 말했다. 2014년 ‘명량’을 시작으로 ‘한산: 용의 출현’에 이어 ‘노량: 죽음의 바다’에 이르기까지, 꼬박 1..",https://sports.hankooki.com/news/articleView.html?idxno=6849780,스포츠한국,문화>영화
[Y랭킹] 2023 패션 결산 베스트 장원영 VS 워스트 전여빈,20231231,"2023년에도 스타들은 화려하게 빛났다. 그리고 그 중심에는 스타를 더욱 빛나게 만들어주는 스타일링이 있었다. YTN 연예부 기자들이 매주 스타들의 패션을 둘러보며 선정했던 [Y랭킹]을 이번 주는 다시 돌아본다.

YTN은 2023년 한 해 동안 총 50회의 [Y랭킹]을 선정했다. 그 중 가장 많이 베스트로 선정된 스타는 그룹 아이브 장원영 씨(3회)였..",https://star.ytn.co.kr/_sn/0117_202312310800021282,YTN,문화>방송_연예
세단 1위 그랜저 SUV 1위 쏘렌토 기승전‘하이브리드’로 끝났다 [2023 완성차 시장 결산],20231231,"[헤럴드경제=서재근 기자] 올해 국내 완성차 시장 세단 RV(레저용 차량) 부분에서 각각 판매 1위를 사실상 확정지은 현대자동차의 그랜저와 기아의 쏘렌토가 친환경차 시장에서도 압도적인 판매량을 기록하며 존재감을 드러냈다. 
 
 31일 완성차업계에 따르면 현대차 플래그십 세단 그랜저는 올해(1~11월) 국내 시장에서 모두 10만4652대가 팔리며 일찌감..",http://biz.heraldcorp.com/view.php?ud=20231229000623,헤럴드경제,경제>자동차
"[헤럴드 운세] 2023년 12월 31일 오늘의 운세로 만드는 완벽한 하루, '오운완'",20231231,"쥐띠 : 귀하의 능력은 뛰어나다. 능력발휘만 재대로 된다면 모든 일을 성공적으로 처리해 나갈 수가 있습니다. 
 
 1960 : 자만하지말고 인내를 가지면 소기의 목적을 달성할것입니다. 
1972 : 소극적인 것보다 적극적으로 일 처리를 할때 입니다. 
1984 : 여행 도중에 불을 만나거나 화재를 일으킬 수 있으니 주의하도록, 
1996 : 땀을 많이..",http://biz.heraldcorp.com/view.php?ud=20231201000554,헤럴드경제,사회>사회일반
정지선 “위기 속 미래 대비 ‘성장 메커니즘’ 확립”,20231231,"“위기 상황에 대비하고 사업 안정화를 추구하면서 기민하게 미래를 대비할 수 있는 성장 매커니즘의 확립을 최우선 목표로 다함께 노력해 나가자.” 
 

 정지선 현대백화점(069960)그룹 회장은 31일 갑진년(甲辰年) 신년 메시지를 통해 “성장 메커니즘은 창발적으로 일하는 환경을 바탕으로 미래에 대한 폭넓은 구상을 통한 새로운 성장 기회 창출과 고객 가..",http://www.sedaily.com/NewsView/29YQ4HH7U8,서울경제,경제>자동차
野 강행에 尹 거부권 정치 셈법에 운명 맡겨진 김건희 50억 클럽 특검 [안현덕 전문기자의 LawStory],20231231,이른바 ‘쌍특검법(대장동 50억클럽 김건희 여사 주가조작 의혹 특별검사법)’이 국회 문턱을 넘어서면서 정치계 ‘셈법’이 한층 복잡해지고 있다. 윤석열 대통령 부인 김건희 여사의 도이치모터스 주가조작 대장동 개발 사업 ‘50억 클럽’ 뇌물 의혹 수사를 각각 맡을 특별검사(특검)를 임명한다는 내용의 법안이 국회 본회의에서 통과되자 윤 대통령이 ‘즉각 재의요..,http://www.sedaily.com/NewsView/29YQ48AIM3,서울경제,정치>국회_정당
"AI 포털 뤼튼, 1년만에 200만명 모았다 ""내년 메가 플랫폼화 시작""",20231231,"인공지능(AI) 포털 서비스 기업 뤼튼테크놀로지스(뤼튼)이 올 한 해 200만 명을 넘는 이용자를 모으며 폭발적 성장세를 보이고 있다. 뤼튼은 내년 해외 진출을 본격화하며 아시아 대표 AI 플랫폼으로 거듭난다는 목표다. 
 

 31일 정보기술(IT) 업계에 따르면 뤼튼은 최근 누적 가입자 200만 명을 돌파했다. 올해 1월 정식 서비스 개시 후 약 1..",http://www.sedaily.com/NewsView/29YQ3R7LFM,서울경제,IT_과학>모바일
"中 흔든 부동산 불안, 내년도 계속될 듯 ""두 자릿수 감소"" [뒷북글로벌]",20231231,"올해 중국 경제에 큰 타격을 입힌 부동산 시장의 불안이 내년에도 경제성장의 성패를 가를 결정적 변수가 될 것으로 보인다. 국내외 금융기관들은 내년에도 중국 부동산 시장이 침체를 벗어나지 못하면서 성장률을 압박하는 요인이 될 것으로 보고 있다. 
 

 블룸버그통신은 최근 10곳의 대형 투자은행(IB)과 증권사가 내년 중국 부동산 시장 침체를 전망했다고 ..",http://www.sedaily.com/NewsView/29YQ3NUGYL,서울경제,국제>중국
[사진]2024년 새로워질 국회를 희망하며,20231231,"[머니투데이 김휘선 기자] 
2024년 갑진년(甲辰年), 새로운 해가 뜨며 국회에도 새로운 인물을 뽑는 22대 총선이 예정돼 있다.
국회의사당으로 향하는 밝은 빛처럼 국민들의 마음도 국회로 모여 대립없는 국회, 일 잘하는 국회를 희망하고 있다.
도심의 불빛과 밝게 빛나는 국회의사당의 모습은 더 나은 미래가 펼쳐질 국회의 모습을 기대하게 한다.",http://news.moneytoday.co.kr/view/mtview.php?no=2023123018082294147&type=2,머니투데이,정치>국회_정당
"북, 내년에 고강도 도발 가능성[양낙규의 Defence Club]",20231231,"북한은 올해 한에 군사적 긴장감을 높이는데 시간을 보냈다. 지난달 정찰위성 발사 대응 조치로 남측이 9 19 남북군사합의 일부 조항에 대한 효력을 정지하자 기다렸다는 듯 군사합의에 구속되지 않겠다고 했다. 지상, 해상, 공중에서 중지했던 모든 군사적 조치들을 즉시 회복한다고 선언했다. 사실상 군사합의 파기 선언이다. 연이어 대륙간탄도미사일(ICBM)도 ..",https://view.asiae.co.kr/article/2023122915290244157,아시아경제,정치>북한
올해에도 여전히 新명품 인기 메종키츠네 아미 꼼데가르송 [똑똑!스마슈머],20231231,"올 한 해 패션업계는 ‘꾸안꾸(꾸미지 않은 뜻 꾸민)' 패션이 유행을 하며 여전히 ‘신(新)명품’들의 성장이 두드러졌다. 소비 위축으로 인한 혹한기에 패션기업들은 전반적으로 부침을 겪었지만, 신명품 브랜드의 활약으로 실적 회복을 이끌어 냈다. 신명품은 기존의 명품 대비 가격이 저렴할 뿐 아니라 현대적인 패션, 동시대의 감각을 대변하는 컨템포러리(동시대)..",http://www.sedaily.com/NewsView/29YQ3KW3SK,서울경제,경제>서비스_쇼핑
"""일하러 떠나라"" SBA, 서울 근로자 3000여명 '워케이션' 지원",20231231,"[머니투데이 최태범 기자] [이 기사에 나온 스타트업에 대한 보다 다양한 기업정보는 유니콘팩토리 빅데이터 플랫폼 '데이터랩'에서 볼 수 있습니다.]

 서울시 산하 중소기업 지원기관 서울경제진흥원(SBA)이 올해 서울 중소기업 근로자 3000여명에게 워케이션(휴가지 원격근무)을 지원했다고 31일 밝혔다. 

SBA는 지난해부터 서울 중소기업을 대상으로 ..",http://news.moneytoday.co.kr/view/mtview.php?no=2023122916141231037&type=2,머니투데이,사회>노동_복지
[사진]2024년 새로운 변화를 기다리는 국회,20231231,"[머니투데이 김휘선 기자] 2024년 갑진년(甲辰年), 새로운 해가 뜨며 국회에도 새로운 인물을 뽑는 22대 총선이 예정돼 있다.
국회의사당으로 향하는 밝은 빛처럼 국민들의 마음도 국회로 모여 대립없는 국회, 일 잘하는 국회를 희망하고 있다.
도심의 불빛과 밝게 빛나는 국회의사당의 모습은 더 나은 미래가 펼쳐질 국회의 모습을 기대하게 한다.",http://news.moneytoday.co.kr/view/mtview.php?no=2023123017390392221&type=2,머니투데이,정치>국회_정당
"내년 '킹달러' 끝난다 ""코로나19 이후 최저""",20231231,"미국 연방준비제도(Fed)가 내년 금리인하를 예고하면서 미 달러화 가치가 코로나19 이후 최저 수준으로 하락할 것이라는 전망이 나왔다. 
 
31일 블룸버그 통신은 자체 집계한 달러 지수가 올 들어 3% 가까이 떨어지며 2020년 이후 연간 하락폭이 가장 컸다고 보도했다(지난 28일 기준). 
 
블룸버그 집계 달러 지수는 2020년 5.5% 하락했으며..",https://view.asiae.co.kr/article/2023122913562008214,아시아경제,경제>외환
"""이유불문, 몇 초면 끝"" 환불 천국 中[베이징 다이어리]",20231231,"최근 중국 전자상거래 플랫폼이 세계적으로 환영받는 분위기다. 한국에 상륙한 알리 익스프레스와 테무는 냉각된 한중관계가 무색하게 승승장구 중이고, 이 추세는 미국이라고 다르지 않다. 최대 장점으로는 가격 경쟁력이 꼽힌다. 무섭게 치솟는 물가로 지갑이 얇아진 소비자들은 물건의 국적을 따지기보다는 가성비에 집중하기 시작했다. 
 
하지만 현지에서 경험하는 중..",https://view.asiae.co.kr/article/2023122913445193235,아시아경제,IT_과학>인터넷_SNS
“청룡 기운 받자” 서울 곳곳 ‘해맞이 명소’ 17곳은?,20231231,"[이투데이] 김채빈 기자 (chaebi@etoday.co.kr)

 도심 속 산 외곽산 공원 등 명소 
해맞이 명소에 공연 등 행사 풍성

2024년 갑진년(甲辰年) 새해를 맞아 서울 곳곳의 산과 공원에서 ‘해맞이’ 행사를 만나볼 수 있다.

31일 서울시는 새해의 첫해를 볼 수 있는 명소 17곳을 소개하며 아차산, 도봉산, 개운산 등 산과 공원에서 해..",https://www.etoday.co.kr/news/view/2316474,이투데이,문화>전시_공연
"미래를 준비하자, 태평양 희토류를 탐사하자",20231231,"어릴 적 학교 수업 시간에 청동기시대와 철기시대에 관한 이야기를 들은 기억이 누구나 있을 것이다. 금속 도구와 무기의 등장은 영토 확장과 농업 생산성 증대, 이에 따른 인구 증가를 일으켜 인류 역사에서 중요한 전환점을 만들었다. 인류 역사 속 중요 대목에 이름이 붙을 정도로 금속 광물은 인류의 문명과 함께했다고 해도 과언이 아니다.

그리고 지금 인류는..",https://www.khan.co.kr/science/science-general/article/202312310800011,경향신문,경제>자원
"2024년 인류, 다시 달나라로 ‘지구돋이’ 찍으러 간다",20231231,"회색과 황토색이 감도는 달의 평원, 그리고 그 너머로 펼쳐진 새카만 우주에 지구가 두둥실 떠 있다. 지구는 파란 바다와 흰색 구름이 어우러져 보석 같은 아름다움을 뽐낸다. 이 사진의 이름은 ‘지구돋이(Earthrise)’다.

1968년 12월24일(미국시간) 아폴로 8호 우주비행사 윌리엄 앤더슨이 촬영했다. 아폴로 8호는 지구를 출발해 달 궤도를 도는..",https://www.khan.co.kr/science/aerospace/article/202312310800001,경향신문,IT_과학>과학
BTS 뷔 우미 ‘wherever u r’ 공개 ‘군복무’ 중에도 팬들 위한 선물,20231231,"방탄소년단 뷔, 오늘(30일) 美 싱어송라이터 우미와 함께한 ‘wherever u r’ 전 세계 동시 공개! 
- ‘wherever u r’, 멀리서도 전하고픈 진심 어린 사랑의 메시지 
- 뷔, “아미를 만날 날 손꼽아 기다리고 있어 즐겁게 들어주길” 
- 우미, “사랑은 거리에 상관없이 느낄 수 있는 주파수”
방탄소년단 멤버 뷔가 우미와 협업했다.
..",http://www.mk.co.kr/article/10910323,매일경제,문화>방송_연예
“집을 사? 말어?“ 부동산 시장은 ‘혼란’,20231231,"뉴스1 2024년 새해를 맞이하는 부동산 시장은 '혼란' 그 자체다. 금리부터 대출 규제, 공급 물량 감소, 총선까지 불확실성이 커진 탓이다. 
 
 뉴시스에 따르면 국내 부동산 전문가들은 부동산 경기침체와 고금리 기조 등의 영향으로 내년에도 올해와 마찬가지로 집값 하락세 지속할 것으로 내다봤다. 다만 하락 폭과 추세적 반등 시기에 대해서는 전망이 엇갈..",http://www.segye.com/content/html/2023/12/31/20231231501488.html,세계일보,경제>부동산
"여기도 청룡 저기도 청룡 ‘갑진년’ 특수 겨냥한 유통사, 승자는?",20231231,"[헤럴드경제=김벼리 기자] ‘청룡의 해’ 2024년을 맞아 유통사의 청룡 마케팅이 치열하다. 
 
 31일 업계에 따르면 백화점, 편의점을 비롯해 식음료, 패션까지 일제히 청룡을 소재로 한 마케팅에 집중하고 있다. 
 
 먼저 롯데백화점은 청룡의 해를 기념해 신년 비쥬얼 테마를 ‘비상'으로 정했다. 내년 2월 8일까지 점포 외벽 장식과 도어 스티커, 점..",http://biz.heraldcorp.com/view.php?ud=20231229000622,헤럴드경제,경제>서비스_쇼핑
엄마 잠든 사이 16층 아파트서 5살 아이 추락해 숨져,20231231,"[머니투데이 하수민 기자] 
대구 한 아파트에서 5살 남자아이가 추락해 떨어져 사망하는 사고가 발생했다.

31일 뉴스1에 따르면 전날(30일) 오후 6시7분쯤 달성군의 한 아파트 16층에서 A군이 떨어졌다.

경찰은 A군이 베란다 난간에 놓인 테이블을 밟고 창문에 올라갔다가 추락한 것으로 보고 있다. 

사고 당시 집에는 A군과 어머니만 있었던 것으로..",http://news.moneytoday.co.kr/view/mtview.php?no=2023123107013981889&type=2,머니투데이,사회>사건_사고
"[속보] 김정은 ""우리를 주적으로 선포한 족속들 화해 통일 상대 아냐""",20231231,"[속보] 김정은 ""우리를 주적으로 선포한 족속들 화해 통일 상대 아냐""

[아시아투데이 박영훈]",https://www.asiatoday.co.kr/view.php?key=20231231000756357,아시아투데이,정치>북한
올해 마지막 날 전국에 비 눈 해넘이 보기 어렵다,20231231,"올해 마지막 날인 31일 오전까지 전국 대부분 지역에서 비나 눈이 내리겠다. 전국이 대체로 흐린 날씨를 보여 해넘이를 보기 어렵겠다. 다만 낮부터 구름이 엷어지는 일부 지역에서는 구름 사이로 해넘이를 볼 수 있는 곳도 있겠다. 
 
기온은 영상권에 머물 것으로 예상되며, 미세먼지 여파로 전국 대부분 지역의 공기질은 탁하겠다. 
 
기상청은 이날 오전까지..",https://news.kmib.co.kr/article/view.asp?arcid=0019020224&code=61121111&cp=kd,국민일보,사회>날씨
"남궁민, '2023 MBC 연기대상' 두 번째 대상 '연인' 활약(종합)",20231231,"아시아투데이 김영진 기자 = 배우 남궁민이 '2023 MBC 연기대상'의 주인공이 됐다. 남궁민이 출연한 '연인' 역시 활약을 떨쳤다. 남궁민은 30일 개최된 '2023 MBC 연기대상'에서 '연인'으로 대상을 수상했다. 2021년 '검은 태양'으로 대상을 수상한 이후 두 번째 기록이다. 남궁민은 ""저에게 행복은 푹 자고, 대본 충분히 볼 시간 있고, ..",https://www.asiatoday.co.kr/view.php?key=20231231010018610,아시아투데이,문화>방송_연예
"푸른 용의 해, 유통가 키워드는? ‘中 이커머스’.‘초저가 경쟁’ [2024 전망]",20231231,"[헤럴드경제=박병국 기자] ‘알리로 대표되는 중국계 이커머스와 초저가 경쟁.’ 
 
 2024년 유통 업계를 관통할 ‘키워드’를 물으면 공통으로 나오는 답이다. 
 
 먼저 중국계 이커머스 기업인 알리익스프레스와 테무의 성장세가 변수다. 앱 리테일 분석 서비스 와이즈앱 리테일 굿즈(와이즈앱)가 한국인 스마트폰 사용자를 표본 조사한 결과(20일 기준) 올..",http://biz.heraldcorp.com/view.php?ud=20231229000621,헤럴드경제,국제>중국
울산 원룸서 불  홀로 집에 있던 5세아 사망,20231231,"울산의 한 빌라 원룸에서 불이 나 집에 혼자 있던 5살 짜리 아이가 숨지는 안타까운 사고가 발생했다.

31일 경찰과 소방당국에 따르면 지난 30일 오후 5시5분쯤 남구 한 빌라 2층 원룸에서 불이 났다. 불은 약 25분 만인 이날 오후 5시30분쯤 꺼졌지만, 소방구조대가 인명 검색을 위해 새까맣게 타고 곳곳이 무너진 원룸 내부를 살피는 과정에서 5살 ..",https://www.khan.co.kr/national/incident/article/202312310753001,경향신문,지역>강원
로또 1100회 당첨번호+당첨지역 1등 13명 중 1명 수동,20231231,"[스포츠한국 신영선 기자] 

로또 1100회 당첨 번호가 발표됐다. 

30일 동행복권 사이트에 따르면 1100회 로또 당첨 번호 조회 결과 1등 당첨번호는 '17, 26, 29, 30, 31, 43'이다. 2등 보너스 번호는 '12'이다. 

이번 1등 당첨 게임 수는 13게임으로 1게임 당 각 22억757만5472원씩 ..",https://sports.hankooki.com/news/articleView.html?idxno=6849808,스포츠한국,경제>경제일반
엄마 낮잠 자던 사이에 16층서 5세 남아 떨어져 숨져,20231231,"30일 오후 6시 7분께 한 아파트 16층에서 5세 남자아이가 떨어져 숨졌다. 
 
 경찰은 아이가 베란다 난간 밑에 놓여있던 목조 테이블을 밟고 올라갔다가 변을 당한 것으로 파악했다. 
 
 경찰은 ""어머니는 사고 당시 낮잠을 자고 있었다고 진술했다""고 말했다. 
 
 경찰은 이웃집과 폐쇄회로TV(CCTV) 등을 통해 정확한 사고 경위를 조사하고 있다..",http://www.segye.com/content/html/2023/12/31/20231231501457.html,세계일보,사회>사건_사고
최근 5년간 강간 강제추행 불법촬영 '성범죄 의사' 800명 육박,20231231,"최근 5년간 '강간 강제추행', '불법촬영' 등 성범죄로 검거된 의사가 800명에 이르는 것으로 나타났다. 
 
 31일 국회 보건복지위원회 소속 더불어민주당 남인순 의원이 경찰청에서 받은 자료를 보면 지난 2018년부터 2022년까지 의사 793명(한의사 치과의사 포함)이 성범죄를 저질러 검거됐다. 
 
 '강간 강제추행'으로 검거된 의사가 689명(..",https://www.kwnews.co.kr/page/view/2023123107495356754,강원일보,사회>사건_사고
[기록 2023] 국내,20231231,"다사다난했던 2023년이 저물고 있습니다.

올 한해 한미일 대 북중러의 대립 관계는 심화했고, 정치적 분열은 사회적 갈등으로 이어지기도 했습니다. 되풀이된 인재(人災)와 고물가는 국민의 분노와 한숨을 자아냈습니다.

새만금 세계 스카우트 잼버리 대회의 파행 운영과 2030 부산 세계박람회 유치 실패는 짙은 아쉬움으로 남았습니다.

YTN이 선정한 올해..",https://www.ytn.co.kr/_ln/0103_202312310746330316,YTN,정치>정치일반
"마녀사냥에 희생된 이선균 영화감독조합 ""지켜주지 못해 미안해""",20231231,"[머니투데이 하수민 기자] 
한국영화감독조합(DGK)이 고(故) 이선균을 추모했다.

DGK는 30일 SNS(소셜네트워크서비스)를 통해 ""부박하기 그지없는 세상을 두고 황망히 홀로 떠나간 이선균 배우를 떠올려본다""며 긴 추모의 글을 올렸다. 

조합측은 ""배우의 소임은 한 인간이 자신이 온몸으로 겪고 느낀 것들을 켜켜이 마음 한 곁에 쌓아두었다가 카메라..",http://news.moneytoday.co.kr/view/mtview.php?no=2023123107404527824&type=2,머니투데이,문화>방송_연예
"""폭행 없었다""던 증인, 위증 혐의 구속...새해 전북교육감 운명은?",20231231,"[앵커]
서거석 전북교육감은 10여 년 전 있었던 폭행 의혹이 지난 지방선거 때 다시 불거져 계속 재판을 받고 있는 상황입니다.

그런데 폭행 피해자로 지목된 대학 교수가 맞은 적 없었다고 증언해 1심에서는 무죄를 선고받았는데, 이 교수가 위증한 혐의로 구속되면서 앞으로 재판 결과에 관심이 쏠리고 있습니다.

김민성 기자의 보도입니다.

[기자]
서거석..",https://www.ytn.co.kr/_ln/0115_202312310744108658,YTN,사회>사건_사고
‘푸바오’ 中 반환 소식에 사육사 향해 악플 쏟아지자 에버랜드가 나섰다,20231231,"연합뉴스 자이언트 판다 '푸바오'가 곧 중국으로 반환된다는 소식이 전해진 가운데, 푸바오를 돌보는 사육사를 향한 악플이 이어지고 있다. 
 
 이에 에버랜드 측이 우려를 표하며 비난을 지양해 달라고 간곡하게 당부했다. 
 
 최근 에버랜드 유튜브 채널 '뿌빠TV'는 입장문을 내고 ""최근 푸바오의 환경이 변화하는 것을 두고 걱정하시는 분들이 많다""면서도 ..",http://www.segye.com/content/html/2023/12/31/20231231501440.html,세계일보,미분류
‘성범죄 의사’ 이렇게나 많다니 ‘강간 강제추행’ 가장 많아,20231231,"[헤럴드경제=문영규 기자] 성범죄를 저질러 검거된 의사가 최근 5년 간 800명에 육박하는 것으로 조사됐다. 이들 대부분은 강간이나 강제추행으로 검거됐다. 
 
 31일 연합뉴스가 국회 보건복지위원회 소속 더불어민주당 남인순 의원이 경찰청에서 받은 자료를 인용한 보도에 따르면 성범죄를 저질러 검거된 의사(한의사 치과의사 포함)는 지난 2018년부터 20..",http://biz.heraldcorp.com/view.php?ud=20231231000007,헤럴드경제,사회>사건_사고
교권보호 학폭 대책 본격화...유아 대학교육까지 '대전환',20231231,"[앵커]
올 한해 교육계는 그 어떤 때보다 일이 많았습니다.

영유아와 고등교육 개편, 교권 보호와 학교 폭력 대책 강화, 그리고 입시에 이르기까지,

새해엔 올해 도입된 다양한 교육 정책과 법 개정 사항들이 본격 적용되면서 학교 현장에 많은 변화가 나타날 예정입니다.

김현아 기자가 보도합니다.

[기자]
건국 이래 처음으로 선생님 수만 명이 거리로 ..",https://www.ytn.co.kr/_ln/0103_202312310741395625,YTN,사회>교육_시험
‘나는솔로’ 10기 정숙이 데이트 신청한 남자,20231231,"‘나는솔로’ 10기 정숙이 SBS 연예대상에 참석했다.
30일 서울 마포구 상암동 SBS 프리즘타워에서 ‘2023 SBS 연예대상’ 시상식이 개최됐다. 방송인 이상민, 이현이, 배우 김지은이 진행을 맡았다.
이날 골든 솔로상 시상자로는 SBS플러스 ENA ‘나는 솔로’ MC 송해나와 10기 정숙으로 출연했던 최명은이 나섰다. 송해나는 “10기 정숙님을 ..",http://www.seoul.co.kr/news/newsView.php?id=20231231500002,서울신문,문화>방송_연예
트럼프 측근도 AI 환각에 당했다... “가짜 판례 법원 제출했다 들통”,20231231,"도널드 트럼프 전 미국 대통령의 ‘해결사’이자 측근으로 유명한 변호사 마이클 코언이 탈세 및 선거 정치자금 관련 법 위반 혐의에 따른 보호 관찰을 끝내기 위해 법원에 제출한 서류에 생성형 인공지능(AI)이 만들어낸 가짜 판례가 포함된 것으로 나타났다. 
 
30일(현지 시각) 워싱턴포스트(WP)는 코언은 전날 뉴욕 남부지방법원에 제출한 서류에서 자신이 ..",https://www.chosun.com/economy/tech_it/2023/12/31/UISWVGJD2ZAMNPOHRH6PYI34BM/?utm_source=bigkinds&utm_medium=original&utm_campaign=news,조선일보,국제>미국_북미
황희찬 시즌 3호 도움 팀 3대 0 완승,20231231,"울버햄프턴의 황희찬이 시즌 세 번째 도움으로 팀 승리에 기여했습니다.

황희찬은 에버튼과 홈 경기에 선발 출전해 1대 0으로 앞선 후반 8분, 오른쪽 측면 돌파에 이은 패스로 쿠냐의 득점을 도왔습니다.

울버햄프턴은 에버턴에 3대 0 완승을 거두고 3연승을 달렸습니다.




김수근(bestroot@mbc.co.kr)",https://imnews.imbc.com/replay/2023/nwtoday/article/6557991_36207.html,MBC,스포츠>월드컵
연말인데 접속 안 돼 '우체국 금융' 또 장애,20231231,"◀ 앵커 ▶

연말 연휴인 어제, 우체국 금융시스템에 접속이 지연되는 장애가 발생했습니다.

밤사이 정상화됐지만, 석 달 전에도 비슷한 장애가 발생해 이용자들이 불편을 겪었습니다.

정혜인 기자입니다.

◀ 리포트 ▶

우체국 금융시스템에 접속 지연이 시작됐습니다.

인터넷뱅킹과 스마트뱅킹, 우체국페이 등 대부분 금융시스템의 로그인 장애입니다.

이 서..",https://imnews.imbc.com/replay/2023/nwtoday/article/6557989_36207.html,MBC,경제>금융_재테크
울산 빌라 원룸서 불 5살 아이 숨져,20231231,"어제(30일) 오후 5시 5분쯤 울산 남구의 한 4층짜리 빌라 2층 원룸에서 불이 나 5살 남자아이가 숨졌습니다.

아동은 원룸 안에서 건물 잔해에 깔려 숨진 채 발견됐습니다.

또 불길을 피해 대피하려던 여성 주민이 아래로 추락했고, 건물주인 남성도 경상을 입는 등 2명이 다쳤습니다.

경찰과 소방당국은 정확한 화재 원인을 조사하고 있습니다.박솔잎(s..",https://imnews.imbc.com/replay/2023/nwtoday/article/6557990_36207.html,MBC,지역>강원
'노인비하' 민경우 국민의힘 비대위원 사퇴,20231231,"노인 비하와 일제 식민사관 옹호 발언 등으로 논란을 빚은 국민의힘 민경우 비상대책위원이 사퇴했습니다.

민 비대위원은 어제 ""과거 발언에 대한 논란 때문에 비대위의 출발에 누를 끼치고 싶지 않다""며 ""저의 위치에서 운동권 정치 청산을 위해 최선의 노력을 다하겠다""고 사의를 밝혔습니다.

민 비대위원은 지난 10월 한 유튜브 채널에서 ""지금 가장 최대 비..",https://imnews.imbc.com/replay/2023/nwtoday/article/6557988_36207.html,MBC,정치>청와대
"반격 나선 우크라 러 ""집속탄 발사"" 주장",20231231,"◀ 앵커 ▶

러시아가 최대 규모의 공습을 감행한 지 하루 만에 우크라이나가 러시아에 반격을 가했습니다.

러시아는 우크라이나가 국제적으로 사용이 금지된 집속탄을 사용했다며 유엔 안보리 논의가 필요하다고 밝혔습니다.

배주환 기자입니다.

◀ 리포트 ▶

도심 하늘이 검은 연기로 뒤덮여 있습니다.

우크라이나군이 러시아 서부 벨고로드에 미사일 공격을 감..",https://imnews.imbc.com/replay/2023/nwtoday/article/6557987_36207.html,MBC,국제>러시아
"'한국군 새로운 적' 떠오른 저출산 美CNN ""병력 감축 불가피""",20231231,"세계 최저 수준의 한국 출산율이 한국군의 새로운 적으로 떠올랐다는 외신 보도가 나왔다. 기록적인 저출산율에 따른 인구 감소로 새로운 위협에 대처하기 위해 필요한 군 병력 유지가 어려워질 수 있다는 지적이다. 
 
 미국 CNN 방송은 29일(현지시간) ‘한국군의 새로운 적: 인구 추계’라는 기사를 통해 “한국은 현재 약 50만 명의 병력을 유지하고 있지..",https://www.joongang.co.kr/article/25218728,중앙일보,사회>여성
"아스톤빌라전 ‘대역전승’ 이후 반전 없었다 맨유, 34년 만에 리그 첫 20경기에서 9패",20231231,"노팅엄 | AFP연합뉴스
 

 노팅엄 | AFP연합뉴스
 

[스포츠서울 | 박준범기자] 대반전은 없었다. 
 

에릭 텐 하흐 감독이 이끄는 맨체스터 유나이티드(맨유)는 31일(한국시간) 영국 노팅엄 더 시티 그라운드에서 열린 2023~2024 잉글랜드 프리미어리그(EPL) 20라운드 노팅엄 포레스트와 맞대결에서 1-2로 패했다. 리그 2연승에 실패..",https://www.sportsseoul.com/news/read/1385338,스포츠서울,스포츠>축구
성한용 선임기자의 정치 막전막후 513,20231231,"2023년 계묘년 검은 토끼의 해가 저물고 있습니다. 검은색은 인간의 지혜를, 토끼는 다산과 풍요를 상징한다고 합니다. 정치도 사람이 하는 것입니다. 오늘은 주요 인물을 중심으로 2023년 정치를 결산하겠습니다. 이들이 지혜롭고 풍요로운 한 해를 보냈는지 아닌지 여러분이 판정을 내려보시기 바랍니다.

윤석열 

2023년 1월 첫째 주 한국갤럽 대통령 ..",http://www.hani.co.kr/arti/politics/politics_general/1122372.html,한겨레,정치>국회_정당
[리뷰] 일본 자동차 산업의 도약을 꿈꾸다 - 토요타 토요펫 레이서,20231231,"일본의 제국주의가 그려낸 야욕으로 시작된 태평양 전쟁은 ‘최악의 방법’으로 끝을 맺었다. 패배를 선언한 일본은 연합군 총사령부의 관리 하에 있었고 모든 산업 관련 행위 등에 있어서도 ‘엄격한 통제’ 아래에서 진행될 수 밖에 없었다. 이런 상황에서 토요타 브랜드의 창업자, ‘토요타 키이치로(Toyoda Kiichiro)’는 새로운 ‘전환점’의 필요성을 느..",http://www.sedaily.com/NewsView/29YQ4SEVKI,서울경제,경제>자동차
[날씨] 오전까지 비 눈...강원 산간 최고 20cm↑눈 더 온다,20231231,"여전히 곳곳에 비가 이어지고 있습니다.영동에는 대설주의보가 내려진 가운데많은 눈이 오고 있는데요.

강원 북부 산간은 내일까지20센티미터 이상, 강원 북부 동해안도 15센티미터 이상의큰 눈이 더 올 것으로 예상됩니다.

미세먼지도 여전합니다.

오늘도 대부분 지방의 공기가탁하겠습니다.

비나 눈은 오전에 대부분 그치겠지만충청과 호남은 저녁까지,제주도는 ..",https://www.ytn.co.kr/_ln/0108_202312310736035707,YTN,사회>날씨
